Deutsch;Englisch;Kategorie
SommerFenster;summer window;Zeit & Kalender
WinterPlan;winter plan;Zeit & Kalender
WinterTermin;winter appointment;Zeit & Kalender
WinterKalender;winter calendar;Zeit & Kalender
WinterBeginn;winter start;Zeit & Kalender
WinterEnde;winter end;Zeit & Kalender
WinterDauer;winter duration;Zeit & Kalender
WinterFrist;winter deadline;Zeit & Kalender
WinterRhythmus;winter rhythm;Zeit & Kalender
WinterÜbersicht;winter overview;Zeit & Kalender
WinterListe;winter list;Zeit & Kalender
WinterZeit;winter time;Zeit & Kalender
WinterPause;winter break;Zeit & Kalender
WinterProgramm;winter programme;Zeit & Kalender
WinterDatum;winter date;Zeit & Kalender
WinterFenster;winter window;Zeit & Kalender
erster;first;Zeit & Kalender
zweiter;second;Zeit & Kalender
dritter;third;Zeit & Kalender
vierter;fourth;Zeit & Kalender
fünfter;fifth;Zeit & Kalender
sechster;sixth;Zeit & Kalender
siebter;seventh;Zeit & Kalender
achter;eighth;Zeit & Kalender
neunter;ninth;Zeit & Kalender
zehnter;tenth;Zeit & Kalender
letzter;last;Zeit & Kalender
nächster;next;Zeit & Kalender
Vormittag;morning;Zeit & Kalender
Feierabend;end of workday;Zeit & Kalender
Wochenende;weekend;Zeit & Kalender
Werktag;working day;Zeit & Kalender
Ruhetag;rest day;Zeit & Kalender
Geburtstag;birthday;Zeit & Kalender
Feiertag;public holiday;Zeit & Kalender
Jahrestag;anniversary;Zeit & Kalender
Schulferien;school holidays;Zeit & Kalender
Sommerferien;summer holidays;Zeit & Kalender
Winterferien;winter holidays;Zeit & Kalender
Freizeit;free time;Freizeit & Sport
Hobby;hobby;Freizeit & Sport
Sport;sport;Freizeit & Sport
Spiel;game;Freizeit & Sport
Musik;music;Freizeit & Sport
Film;film;Freizeit & Sport
Buch;book;Freizeit & Sport
Theater;theatre;Freizeit & Sport
Kino;cinema;Freizeit & Sport
Museum;museum;Freizeit & Sport
Ausflug;excursion;Freizeit & Sport
Spaziergang;walk;Freizeit & Sport
Wandern;hiking;Freizeit & Sport
Velofahren;cycling;Freizeit & Sport
Schwimmen;swimming;Freizeit & Sport
Laufen;running;Freizeit & Sport
Joggen;jogging;Freizeit & Sport
Fussball;football;Freizeit & Sport
Tennis;tennis;Freizeit & Sport
Skifahren;skiing;Freizeit & Sport
Snowboard;snowboard;Freizeit & Sport
Turnen;gymnastics;Freizeit & Sport
Fitness;fitness;Freizeit & Sport
Training;training;Freizeit & Sport
Mannschaft;team;Freizeit & Sport
Verein;club;Freizeit & Sport
Spieler;player;Freizeit & Sport
Trainer;coach;Freizeit & Sport
Wettkampf;competition;Freizeit & Sport
Rennen;race;Freizeit & Sport
Tor;goal;Freizeit & Sport
Punkt;point;Freizeit & Sport
Sieg;victory;Freizeit & Sport
Niederlage;defeat;Freizeit & Sport
Unentschieden;draw;Freizeit & Sport
Zuschauer;spectator;Freizeit & Sport
Eintritt;entrance fee;Freizeit & Sport
Ticket;ticket;Freizeit & Sport
Bühne;stage;Freizeit & Sport
Konzert;concert;Freizeit & Sport
Lied;song;Freizeit & Sport
Instrument;instrument;Freizeit & Sport
Gitarre;guitar;Freizeit & Sport
Klavier;piano;Freizeit & Sport
Foto;photo;Freizeit & Sport
Kamera;camera;Freizeit & Sport
Reise;trip;Freizeit & Sport
Camping;camping;Freizeit & Sport
Zelt;tent;Freizeit & Sport
Grill;barbecue;Freizeit & Sport
Picknick;picnic;Freizeit & Sport
See;lake;Freizeit & Sport
Berg;mountain;Freizeit & Sport
Wald;forest;Freizeit & Sport
Park;park;Freizeit & Sport
Hund;dog;Freizeit & Sport
Katze;cat;Freizeit & Sport
WanderGruppe;hiking group;Freizeit & Sport
WanderVerein;hiking club;Freizeit & Sport
WanderKurs;hiking course;Freizeit & Sport
WanderAusrüstung;hiking equipment;Freizeit & Sport
WanderSchuhe;hiking shoes;Freizeit & Sport
WanderTasche;hiking bag;Freizeit & Sport
WanderPlatz;hiking place;Freizeit & Sport
WanderHalle;hiking hall;Freizeit & Sport
WanderZeit;hiking time;Freizeit & Sport
WanderPlan;hiking plan;Freizeit & Sport
WanderTicket;hiking ticket;Freizeit & Sport
WanderRegel;hiking rule;Freizeit & Sport
WanderTraining;hiking training;Freizeit & Sport
WanderTermin;hiking appointment;Freizeit & Sport
WanderLeiter;hiking leader;Freizeit & Sport
VeloGruppe;cycling group;Freizeit & Sport
VeloVerein;cycling club;Freizeit & Sport
VeloKurs;cycling course;Freizeit & Sport
VeloAusrüstung;cycling equipment;Freizeit & Sport
VeloSchuhe;cycling shoes;Freizeit & Sport
VeloTasche;cycling bag;Freizeit & Sport
VeloPlatz;cycling place;Freizeit & Sport
VeloHalle;cycling hall;Freizeit & Sport
VeloZeit;cycling time;Freizeit & Sport
VeloPlan;cycling plan;Freizeit & Sport
VeloTicket;cycling ticket;Freizeit & Sport
VeloRegel;cycling rule;Freizeit & Sport
VeloTraining;cycling training;Freizeit & Sport
VeloTermin;cycling appointment;Freizeit & Sport
VeloLeiter;cycling leader;Freizeit & Sport
SchwimmGruppe;swimming group;Freizeit & Sport
SchwimmVerein;swimming club;Freizeit & Sport
SchwimmKurs;swimming course;Freizeit & Sport
SchwimmAusrüstung;swimming equipment;Freizeit & Sport
SchwimmSchuhe;swimming shoes;Freizeit & Sport
SchwimmTasche;swimming bag;Freizeit & Sport
SchwimmPlatz;swimming place;Freizeit & Sport
SchwimmHalle;swimming hall;Freizeit & Sport
SchwimmZeit;swimming time;Freizeit & Sport
SchwimmPlan;swimming plan;Freizeit & Sport
SchwimmTicket;swimming ticket;Freizeit & Sport
SchwimmRegel;swimming rule;Freizeit & Sport
SchwimmTraining;swimming training;Freizeit & Sport
SchwimmTermin;swimming appointment;Freizeit & Sport
SchwimmLeiter;swimming leader;Freizeit & Sport
LaufGruppe;running group;Freizeit & Sport
LaufVerein;running club;Freizeit & Sport
LaufKurs;running course;Freizeit & Sport
LaufAusrüstung;running equipment;Freizeit & Sport
LaufSchuhe;running shoes;Freizeit & Sport
LaufTasche;running bag;Freizeit & Sport
LaufPlatz;running place;Freizeit & Sport
LaufHalle;running hall;Freizeit & Sport
LaufZeit;running time;Freizeit & Sport
LaufPlan;running plan;Freizeit & Sport
LaufTicket;running ticket;Freizeit & Sport
LaufRegel;running rule;Freizeit & Sport
LaufTraining;running training;Freizeit & Sport
LaufTermin;running appointment;Freizeit & Sport
LaufLeiter;running leader;Freizeit & Sport
SkiGruppe;skiing group;Freizeit & Sport
SkiVerein;skiing club;Freizeit & Sport
SkiKurs;skiing course;Freizeit & Sport
SkiAusrüstung;skiing equipment;Freizeit & Sport
SkiSchuhe;skiing shoes;Freizeit & Sport
SkiTasche;skiing bag;Freizeit & Sport
SkiPlatz;skiing place;Freizeit & Sport
SkiHalle;skiing hall;Freizeit & Sport
SkiZeit;skiing time;Freizeit & Sport
SkiPlan;skiing plan;Freizeit & Sport
SkiTicket;skiing ticket;Freizeit & Sport
SkiRegel;skiing rule;Freizeit & Sport
SkiTraining;skiing training;Freizeit & Sport
SkiTermin;skiing appointment;Freizeit & Sport
SkiLeiter;skiing leader;Freizeit & Sport
FussballGruppe;football group;Freizeit & Sport
FussballVerein;football club;Freizeit & Sport
FussballKurs;football course;Freizeit & Sport
FussballAusrüstung;football equipment;Freizeit & Sport
FussballSchuhe;football shoes;Freizeit & Sport
FussballTasche;football bag;Freizeit & Sport
FussballPlatz;football place;Freizeit & Sport
FussballHalle;football hall;Freizeit & Sport
FussballZeit;football time;Freizeit & Sport
FussballPlan;football plan;Freizeit & Sport
FussballTicket;football ticket;Freizeit & Sport
FussballRegel;football rule;Freizeit & Sport
FussballTraining;football training;Freizeit & Sport
FussballTermin;football appointment;Freizeit & Sport
FussballLeiter;football leader;Freizeit & Sport
TennisGruppe;tennis group;Freizeit & Sport
TennisVerein;tennis club;Freizeit & Sport
TennisKurs;tennis course;Freizeit & Sport
TennisAusrüstung;tennis equipment;Freizeit & Sport
TennisSchuhe;tennis shoes;Freizeit & Sport
TennisTasche;tennis bag;Freizeit & Sport
TennisPlatz;tennis place;Freizeit & Sport
TennisHalle;tennis hall;Freizeit & Sport
TennisZeit;tennis time;Freizeit & Sport
TennisPlan;tennis plan;Freizeit & Sport
TennisTicket;tennis ticket;Freizeit & Sport
TennisRegel;tennis rule;Freizeit & Sport
TennisTraining;tennis training;Freizeit & Sport
TennisTermin;tennis appointment;Freizeit & Sport
TennisLeiter;tennis leader;Freizeit & Sport
FitnessGruppe;fitness group;Freizeit & Sport
FitnessVerein;fitness club;Freizeit & Sport
FitnessKurs;fitness course;Freizeit & Sport
FitnessAusrüstung;fitness equipment;Freizeit & Sport
FitnessSchuhe;fitness shoes;Freizeit & Sport
FitnessTasche;fitness bag;Freizeit & Sport
FitnessPlatz;fitness place;Freizeit & Sport
FitnessHalle;fitness hall;Freizeit & Sport
FitnessZeit;fitness time;Freizeit & Sport
FitnessPlan;fitness plan;Freizeit & Sport
FitnessTicket;fitness ticket;Freizeit & Sport
FitnessRegel;fitness rule;Freizeit & Sport
FitnessTraining;fitness training;Freizeit & Sport
FitnessTermin;fitness appointment;Freizeit & Sport
FitnessLeiter;fitness leader;Freizeit & Sport
MusikGruppe;music group;Freizeit & Sport
MusikVerein;music club;Freizeit & Sport
MusikKurs;music course;Freizeit & Sport
MusikAusrüstung;music equipment;Freizeit & Sport
MusikSchuhe;music shoes;Freizeit & Sport
MusikTasche;music bag;Freizeit & Sport
MusikPlatz;music place;Freizeit & Sport
MusikHalle;music hall;Freizeit & Sport
MusikZeit;music time;Freizeit & Sport
MusikPlan;music plan;Freizeit & Sport
MusikTicket;music ticket;Freizeit & Sport
MusikRegel;music rule;Freizeit & Sport
MusikTraining;music training;Freizeit & Sport
MusikTermin;music appointment;Freizeit & Sport
MusikLeiter;music leader;Freizeit & Sport
FilmGruppe;film group;Freizeit & Sport
FilmVerein;film club;Freizeit & Sport
FilmKurs;film course;Freizeit & Sport
FilmAusrüstung;film equipment;Freizeit & Sport
FilmSchuhe;film shoes;Freizeit & Sport
FilmTasche;film bag;Freizeit & Sport
FilmPlatz;film place;Freizeit & Sport
FilmHalle;film hall;Freizeit & Sport
FilmZeit;film time;Freizeit & Sport
FilmPlan;film plan;Freizeit & Sport
FilmTicket;film ticket;Freizeit & Sport
FilmRegel;film rule;Freizeit & Sport
FilmTraining;film training;Freizeit & Sport
FilmTermin;film appointment;Freizeit & Sport
FilmLeiter;film leader;Freizeit & Sport
FotoGruppe;photo group;Freizeit & Sport
FotoVerein;photo club;Freizeit & Sport
FotoKurs;photo course;Freizeit & Sport
FotoAusrüstung;photo equipment;Freizeit & Sport
FotoSchuhe;photo shoes;Freizeit & Sport
FotoTasche;photo bag;Freizeit & Sport
FotoPlatz;photo place;Freizeit & Sport
FotoHalle;photo hall;Freizeit & Sport
FotoZeit;photo time;Freizeit & Sport
FotoPlan;photo plan;Freizeit & Sport
FotoTicket;photo ticket;Freizeit & Sport
FotoRegel;photo rule;Freizeit & Sport
FotoTraining;photo training;Freizeit & Sport
FotoTermin;photo appointment;Freizeit & Sport
FotoLeiter;photo leader;Freizeit & Sport
GartenGruppe;garden group;Freizeit & Sport
GartenVerein;garden club;Freizeit & Sport
GartenKurs;garden course;Freizeit & Sport
GartenAusrüstung;garden equipment;Freizeit & Sport
GartenSchuhe;garden shoes;Freizeit & Sport
GartenTasche;garden bag;Freizeit & Sport
GartenPlatz;garden place;Freizeit & Sport
GartenHalle;garden hall;Freizeit & Sport
GartenZeit;garden time;Freizeit & Sport
GartenPlan;garden plan;Freizeit & Sport
GartenTicket;garden ticket;Freizeit & Sport
GartenRegel;garden rule;Freizeit & Sport
GartenTraining;garden training;Freizeit & Sport
GartenTermin;garden appointment;Freizeit & Sport
GartenLeiter;garden leader;Freizeit & Sport
CampingGruppe;camping group;Freizeit & Sport
CampingVerein;camping club;Freizeit & Sport
CampingKurs;camping course;Freizeit & Sport
CampingAusrüstung;camping equipment;Freizeit & Sport
CampingSchuhe;camping shoes;Freizeit & Sport
CampingTasche;camping bag;Freizeit & Sport
CampingPlatz;camping place;Freizeit & Sport
CampingHalle;camping hall;Freizeit & Sport
CampingZeit;camping time;Freizeit & Sport
CampingPlan;camping plan;Freizeit & Sport
CampingTicket;camping ticket;Freizeit & Sport
CampingRegel;camping rule;Freizeit & Sport
CampingTraining;camping training;Freizeit & Sport
CampingTermin;camping appointment;Freizeit & Sport
CampingLeiter;camping leader;Freizeit & Sport
SpielGruppe;game group;Freizeit & Sport
SpielVerein;game club;Freizeit & Sport
SpielKurs;game course;Freizeit & Sport
SpielAusrüstung;game equipment;Freizeit & Sport
SpielSchuhe;game shoes;Freizeit & Sport
SpielTasche;game bag;Freizeit & Sport
SpielPlatz;game place;Freizeit & Sport
SpielHalle;game hall;Freizeit & Sport
SpielZeit;game time;Freizeit & Sport
SpielPlan;game plan;Freizeit & Sport
SpielTicket;game ticket;Freizeit & Sport
SpielRegel;game rule;Freizeit & Sport
SpielTraining;game training;Freizeit & Sport
SpielTermin;game appointment;Freizeit & Sport
SpielLeiter;game leader;Freizeit & Sport
KochGruppe;cooking group;Freizeit & Sport
KochVerein;cooking club;Freizeit & Sport
KochKurs;cooking course;Freizeit & Sport
KochAusrüstung;cooking equipment;Freizeit & Sport
KochSchuhe;cooking shoes;Freizeit & Sport
KochTasche;cooking bag;Freizeit & Sport
KochPlatz;cooking place;Freizeit & Sport
KochHalle;cooking hall;Freizeit & Sport
KochZeit;cooking time;Freizeit & Sport
KochPlan;cooking plan;Freizeit & Sport
KochTicket;cooking ticket;Freizeit & Sport
KochRegel;cooking rule;Freizeit & Sport
KochTraining;cooking training;Freizeit & Sport
KochTermin;cooking appointment;Freizeit & Sport
KochLeiter;cooking leader;Freizeit & Sport
FussballBall;football ball;Freizeit & Sport
FussballPlatz;football field;Freizeit & Sport
FussballSchläger;football racket;Freizeit & Sport
FussballTrikot;football shirt;Freizeit & Sport
FussballSpiel;football game;Freizeit & Sport
FussballTeam;football team;Freizeit & Sport
FussballResultat;football result;Freizeit & Sport
TennisBall;tennis ball;Freizeit & Sport
TennisPlatz;tennis field;Freizeit & Sport
TennisSchläger;tennis racket;Freizeit & Sport
TennisTrikot;tennis shirt;Freizeit & Sport
TennisSpiel;tennis game;Freizeit & Sport
TennisTeam;tennis team;Freizeit & Sport
TennisResultat;tennis result;Freizeit & Sport
HockeyBall;hockey ball;Freizeit & Sport
HockeyPlatz;hockey field;Freizeit & Sport
HockeySchläger;hockey racket;Freizeit & Sport
HockeySchuhe;hockey shoes;Freizeit & Sport
Natur;nature;Natur & Wetter
Wetter;weather;Natur & Wetter
Sonne;sun;Natur & Wetter
Mond;moon;Natur & Wetter
Stern;star;Natur & Wetter
Himmel;sky;Natur & Wetter
Wolke;cloud;Natur & Wetter
Regen;rain;Natur & Wetter
Schnee;snow;Natur & Wetter
Hagel;hail;Natur & Wetter
Nebel;fog;Natur & Wetter
Wind;wind;Natur & Wetter
Sturm;storm;Natur & Wetter
Gewitter;thunderstorm;Natur & Wetter
Blitz;lightning;Natur & Wetter
Donner;thunder;Natur & Wetter
Temperatur;temperature;Natur & Wetter
Hitze;heat;Natur & Wetter
Kälte;cold;Natur & Wetter
Frost;frost;Natur & Wetter
Eis;ice;Natur & Wetter
Wasser;water;Natur & Wetter
Fluss;river;Natur & Wetter
Bach;stream;Natur & Wetter
See;lake;Natur & Wetter
Meer;sea;Natur & Wetter
Berg;mountain;Natur & Wetter
Tal;valley;Natur & Wetter
Hügel;hill;Natur & Wetter
Wald;forest;Natur & Wetter
Baum;tree;Natur & Wetter
Ast;branch;Natur & Wetter
Blatt;leaf;Natur & Wetter
Blume;flower;Natur & Wetter
Gras;grass;Natur & Wetter
Wiese;meadow;Natur & Wetter
Feld;field;Natur & Wetter
Erde;earth;Natur & Wetter
Stein;stone;Natur & Wetter
Fels;rock;Natur & Wetter
Tier;animal;Natur & Wetter
Hund;dog;Natur & Wetter
Katze;cat;Natur & Wetter
Vogel;bird;Natur & Wetter
Fisch;fish;Natur & Wetter
Kuh;cow;Natur & Wetter
Pferd;horse;Natur & Wetter
Schaf;sheep;Natur & Wetter
Ziege;goat;Natur & Wetter
Schwein;pig;Natur & Wetter
Fuchs;fox;Natur & Wetter
Reh;deer;Natur & Wetter
Maus;mouse;Natur & Wetter
Biene;bee;Natur & Wetter
Mücke;mosquito;Natur & Wetter
Fliege;fly;Natur & Wetter
Käfer;beetle;Natur & Wetter
Schmetterling;butterfly;Natur & Wetter
Jahreszeit;season;Natur & Wetter
Frühling;spring;Natur & Wetter
Sommer;summer;Natur & Wetter
Herbst;autumn;Natur & Wetter
Winter;winter;Natur & Wetter
RegenTag;rain day;Natur & Wetter
RegenNacht;rain night;Natur & Wetter
RegenFront;rain front;Natur & Wetter
RegenWarnung;rain warning;Natur & Wetter
RegenBericht;rain report;Natur & Wetter
RegenKarte;rain map;Natur & Wetter
RegenLage;rain situation;Natur & Wetter
RegenWolke;rain cloud;Natur & Wetter
RegenPhase;rain phase;Natur & Wetter
RegenPeriode;rain period;Natur & Wetter
RegenRisiko;rain risk;Natur & Wetter
RegenGebiet;rain area;Natur & Wetter
RegenFenster;rain window;Natur & Wetter
RegenÄnderung;rain change;Natur & Wetter
SchneeTag;snow day;Natur & Wetter
SchneeNacht;snow night;Natur & Wetter
SchneeFront;snow front;Natur & Wetter
SchneeWarnung;snow warning;Natur & Wetter
SchneeBericht;snow report;Natur & Wetter
SchneeKarte;snow map;Natur & Wetter
SchneeLage;snow situation;Natur & Wetter
SchneeWolke;snow cloud;Natur & Wetter
SchneePhase;snow phase;Natur & Wetter
SchneePeriode;snow period;Natur & Wetter
SchneeRisiko;snow risk;Natur & Wetter
SchneeGebiet;snow area;Natur & Wetter
SchneeFenster;snow window;Natur & Wetter
SchneeÄnderung;snow change;Natur & Wetter
WindTag;wind day;Natur & Wetter
WindNacht;wind night;Natur & Wetter
WindFront;wind front;Natur & Wetter
WindWarnung;wind warning;Natur & Wetter
WindBericht;wind report;Natur & Wetter
WindKarte;wind map;Natur & Wetter
WindLage;wind situation;Natur & Wetter
WindWolke;wind cloud;Natur & Wetter
WindPhase;wind phase;Natur & Wetter
WindPeriode;wind period;Natur & Wetter
WindRisiko;wind risk;Natur & Wetter
WindGebiet;wind area;Natur & Wetter
WindFenster;wind window;Natur & Wetter
WindÄnderung;wind change;Natur & Wetter
SonnenTag;sun day;Natur & Wetter
SonnenNacht;sun night;Natur & Wetter
SonnenFront;sun front;Natur & Wetter
SonnenWarnung;sun warning;Natur & Wetter
SonnenBericht;sun report;Natur & Wetter
SonnenKarte;sun map;Natur & Wetter
SonnenLage;sun situation;Natur & Wetter
SonnenWolke;sun cloud;Natur & Wetter
SonnenPhase;sun phase;Natur & Wetter
SonnenPeriode;sun period;Natur & Wetter
SonnenRisiko;sun risk;Natur & Wetter
SonnenGebiet;sun area;Natur & Wetter
SonnenFenster;sun window;Natur & Wetter
SonnenÄnderung;sun change;Natur & Wetter
WolkenTag;cloud day;Natur & Wetter
WolkenNacht;cloud night;Natur & Wetter
WolkenFront;cloud front;Natur & Wetter
WolkenWarnung;cloud warning;Natur & Wetter
WolkenBericht;cloud report;Natur & Wetter
WolkenKarte;cloud map;Natur & Wetter
WolkenLage;cloud situation;Natur & Wetter
WolkenWolke;cloud cloud;Natur & Wetter
WolkenPhase;cloud phase;Natur & Wetter
WolkenPeriode;cloud period;Natur & Wetter
WolkenRisiko;cloud risk;Natur & Wetter
WolkenGebiet;cloud area;Natur & Wetter
WolkenFenster;cloud window;Natur & Wetter
WolkenÄnderung;cloud change;Natur & Wetter
NebelTag;fog day;Natur & Wetter
NebelNacht;fog night;Natur & Wetter
NebelFront;fog front;Natur & Wetter
NebelWarnung;fog warning;Natur & Wetter
NebelBericht;fog report;Natur & Wetter
NebelKarte;fog map;Natur & Wetter
NebelLage;fog situation;Natur & Wetter
NebelWolke;fog cloud;Natur & Wetter
NebelPhase;fog phase;Natur & Wetter
NebelPeriode;fog period;Natur & Wetter
NebelRisiko;fog risk;Natur & Wetter
NebelGebiet;fog area;Natur & Wetter
NebelFenster;fog window;Natur & Wetter
NebelÄnderung;fog change;Natur & Wetter
GewitterTag;thunderstorm day;Natur & Wetter
GewitterNacht;thunderstorm night;Natur & Wetter
GewitterFront;thunderstorm front;Natur & Wetter
GewitterWarnung;thunderstorm warning;Natur & Wetter
GewitterBericht;thunderstorm report;Natur & Wetter
GewitterKarte;thunderstorm map;Natur & Wetter
GewitterLage;thunderstorm situation;Natur & Wetter
GewitterWolke;thunderstorm cloud;Natur & Wetter
GewitterPhase;thunderstorm phase;Natur & Wetter
GewitterPeriode;thunderstorm period;Natur & Wetter
GewitterRisiko;thunderstorm risk;Natur & Wetter
GewitterGebiet;thunderstorm area;Natur & Wetter
GewitterFenster;thunderstorm window;Natur & Wetter
GewitterÄnderung;thunderstorm change;Natur & Wetter
SturmTag;storm day;Natur & Wetter
SturmNacht;storm night;Natur & Wetter
SturmFront;storm front;Natur & Wetter
SturmWarnung;storm warning;Natur & Wetter
SturmBericht;storm report;Natur & Wetter
SturmKarte;storm map;Natur & Wetter
SturmLage;storm situation;Natur & Wetter
SturmWolke;storm cloud;Natur & Wetter
SturmPhase;storm phase;Natur & Wetter
